source,result,postal_code,country,country_iso_code,federal_district,region_fias_id,region_kladr_id,region_iso_code,region_with_type,region_type,region_type_full,region,area_fias_id,area_kladr_id,area_with_type,area_type,area_type_full,area,city_fias_id,city_kladr_id,city_with_type,city_type,city_type_full,city,city_area,city_district_fias_id,city_district_kladr_id,city_district_with_type,city_district_type,city_district_type_full,city_district,settlement_fias_id,settlement_kladr_id,settlement_with_type,settlement_type,settlement_type_full,settlement,street_fias_id,street_kladr_id,street_with_type,street_type,street_type_full,street,house_fias_id,house_kladr_id,house_cadnum,house_type,house_type_full,house,block_type,block_type_full,block,entrance,floor,flat_fias_id,flat_cadnum,flat_type,flat_type_full,flat,flat_area,square_meter_price,flat_price,postal_box,fias_id,fias_code,fias_level,fias_actuality_state,kladr_id,capital_marker,okato,oktmo,tax_office,tax_office_legal,timezone,geo_lat,geo_lon,beltway_hit,beltway_distance,qc_geo,qc_complete,qc_house,qc,unparsed_parts,metro,med_id_1,med_id_1_division_data_id,med_id_1_name_full,med_id_1_name_short,med_id_1_division_name,med_id_1_division_house_fias,med_id_1_division_house_geo_lat,med_id_1_division_house_geo_lot,med_id_1_division_qc_geo,med_id_1_division_type,med_id_1_division_zone,,uchastok,color
Челябинск Челябинск Татьяничевой 48 ,г Челябинск, ул Татьяничевой, д 48,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,40000010000965E+016",ул Татьяничевой,ул,улица,Татьяничевой,39967303-81da-4164-8bed-042cd5e44aeb,"7,40000010000965E+018",74:36:0000000:15720,д,дом,48,,,,,,,,,,,,,,,39967303-81da-4164-8bed-042cd5e44aeb,"7,4000001E+022",8,0,"7,40000010000965E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1418987,61.3683597,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Татьяничевой 49 ,г Челябинск, ул Татьяничевой, д 49,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,40000010000965E+016",ул Татьяничевой,ул,улица,Татьяничевой,46fc8f4e-72db-4a8d-bfef-6e586415d97d,"7,40000010000965E+018",74:36:0000000:15728,д,дом,49,,,,,,,,,,,,,,,46fc8f4e-72db-4a8d-bfef-6e586415d97d,"7,4000001E+022",8,0,"7,40000010000965E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1432964,61.3689878,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Татьяничевой 50 ,г Челябинск, ул Татьяничевой, д 50,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,40000010000965E+016",ул Татьяничевой,ул,улица,Татьяничевой,2842ff59-f5fe-44d3-86e8-7fa5b0f4f87c,"7,40000010000965E+018",74:36:0000000:15669,д,дом,50,,,,,,,,,,,,,,,2842ff59-f5fe-44d3-86e8-7fa5b0f4f87c,"7,4000001E+022",8,0,"7,40000010000965E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1424948,61.3682163,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Татьяничевой 51 ,г Челябинск, ул Татьяничевой, д 51,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,40000010000965E+016",ул Татьяничевой,ул,улица,Татьяничевой,e81e7116-ce27-4ed2-8a21-df227db909fd,"7,40000010000965E+018",74:36:0000000:15688,д,дом,51,,,,,,,,,,,,,,,e81e7116-ce27-4ed2-8a21-df227db909fd,"7,4000001E+022",8,0,"7,40000010000965E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1429599,61.3689046,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Татьяничевой 52 ,г Челябинск, ул Татьяничевой, д 52,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,40000010000965E+016",ул Татьяничевой,ул,улица,Татьяничевой,,,,д,дом,52,,,,,,,,,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,4000001E+022",7,0,"7,40000010000965E+016",2,75401386000,75701390,7453,7453,UTC+5,55.1473081,61.3682196,,,2,10,10,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Татьяничевой 53 ,г Челябинск, ул Татьяничевой, д 53,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,40000010000965E+016",ул Татьяничевой,ул,улица,Татьяничевой,e6f80ef7-d7b6-4ec6-861d-3fc63d9d05b8,"7,40000010000965E+018",74:36:0000000:15670,д,дом,53,,,,,,,,,,,,,,,e6f80ef7-d7b6-4ec6-861d-3fc63d9d05b8,"7,4000001E+022",8,0,"7,40000010000965E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1427627,61.3687471,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Татьяничевой 54 ,г Челябинск, ул Татьяничевой, д 54,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,40000010000965E+016",ул Татьяничевой,ул,улица,Татьяничевой,,,,д,дом,54,,,,,,,,,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,4000001E+022",7,0,"7,40000010000965E+016",2,75401386000,75701390,7453,7453,UTC+5,55.141861,61.368328,,,0,10,10,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Татьяничевой 55 ,г Челябинск, ул Татьяничевой, д 55,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,40000010000965E+016",ул Татьяничевой,ул,улица,Татьяничевой,81c74b1f-5163-45f6-a2b9-437a5aa38374,"7,40000010000965E+018",74:36:0000000:15729,д,дом,55,,,,,,,,,,,,,,,81c74b1f-5163-45f6-a2b9-437a5aa38374,"7,4000001E+022",8,0,"7,40000010000965E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1425565,61.3688036,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Татьяничевой 56 ,г Челябинск, ул Татьяничевой, д 56,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,40000010000965E+016",ул Татьяничевой,ул,улица,Татьяничевой,022755d5-4e4b-40cd-a29c-228e462dc8f2,"7,40000010000965E+018",,д,дом,56,,,,,,,,,,,,,,,022755d5-4e4b-40cd-a29c-228e462dc8f2,"7,4000001E+022",8,0,"7,40000010000965E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1416392,61.3683254,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Татьяничевой 57 ,г Челябинск, ул Татьяничевой, д 57,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,40000010000965E+016",ул Татьяничевой,ул,улица,Татьяничевой,1c79f1cc-18e9-4f96-adba-2372d79074e6,"7,40000010000965E+018",74:36:0000000:15737,д,дом,57,,,,,,,,,,,,,,,1c79f1cc-18e9-4f96-adba-2372d79074e6,"7,4000001E+022",8,0,"7,40000010000965E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1425436,61.3691971,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Татьяничевой 58 ,г Челябинск, ул Татьяничевой, д 58,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,40000010000965E+016",ул Татьяничевой,ул,улица,Татьяничевой,e75e3f61-eaf7-486e-bf48-9c9dbcc53d71,"7,40000010000965E+018",,д,дом,58,,,,,,,,,,,,,,,e75e3f61-eaf7-486e-bf48-9c9dbcc53d71,"7,4000001E+022",8,0,"7,40000010000965E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1414284,61.3685163,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Татьяничевой 59 ,г Челябинск, ул Татьяничевой, д 59,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,40000010000965E+016",ул Татьяничевой,ул,улица,Татьяничевой,103656c5-dbbd-4ec4-8d93-6cb16b353cef,"7,40000010000965E+018",,д,дом,59,,,,,,,,,,,,,,,103656c5-dbbd-4ec4-8d93-6cb16b353cef,"7,4000001E+022",8,0,"7,40000010000965E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1423328,61.3689789,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Татьяничевой 60 ,г Челябинск, ул Татьяничевой, д 60,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,40000010000965E+016",ул Татьяничевой,ул,улица,Татьяничевой,,,,д,дом,60,,,,,,,,,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,4000001E+022",7,0,"7,40000010000965E+016",2,75401386000,75701390,7453,7453,UTC+5,55.1473081,61.3682196,,,2,10,10,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Татьяничевой 61 ,г Челябинск, ул Татьяничевой, д 61,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,40000010000965E+016",ул Татьяничевой,ул,улица,Татьяничевой,3459468f-da52-4b1e-8273-e494c0810db6,"7,40000010000965E+018",74:36:0000000:15713,д,дом,61,,,,,,,,,,,,,,,3459468f-da52-4b1e-8273-e494c0810db6,"7,4000001E+022",8,0,"7,40000010000965E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1422682,61.3688602,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Татьяничевой 62 ,г Челябинск, ул Татьяничевой, д 62,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,40000010000965E+016",ул Татьяничевой,ул,улица,Татьяничевой,,,,д,дом,62,,,,,,,,,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,4000001E+022",7,0,"7,40000010000965E+016",2,75401386000,75701390,7453,7453,UTC+5,55.1473081,61.3682196,,,2,10,10,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Татьяничевой 63 ,г Челябинск, ул Татьяничевой, д 63,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,40000010000965E+016",ул Татьяничевой,ул,улица,Татьяничевой,9209164e-23f0-461b-8995-a45882c38f5f,"7,40000010000965E+018",74:36:0513008:78,д,дом,63,,,,,,,,,,,,,,,9209164e-23f0-461b-8995-a45882c38f5f,"7,4000001E+022",8,0,"7,40000010000965E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1473081,61.3682196,,,2,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
